timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
1595393086.937,3.906,-33.203,-51.270,-0.488,0.000,0
1595393086.941,-100.586,-32.227,-45.410,2.441,0.000,0
1595393086.945,-29.297,-34.668,-51.270,1.953,0.000,0
1595393086.949,95.703,-37.109,-46.387,-1.465,0.000,0
1595393086.953,55.176,-37.598,-42.969,0.977,0.000,0
1595393086.957,-77.637,-32.227,-50.781,-9.766,0.000,0
1595393086.961,-60.059,-26.855,-51.758,-16.113,0.000,0
1595393086.965,70.801,-25.391,-42.969,-20.996,0.000,0
1595393086.969,66.406,-26.855,-48.828,-31.250,0.000,0
1595393086.973,-68.848,-33.203,-62.500,-30.762,0.000,0
1595393086.976,-88.867,-31.250,-67.871,-29.785,0.000,0
1595393086.980,34.668,-32.227,-46.387,-31.250,0.000,0
1595393086.984,82.031,-34.180,-35.645,-20.020,0.000,0
1595393086.988,-34.180,-33.203,-40.527,-11.230,0.000,0
1595393086.992,-102.539,-32.227,-54.688,-10.742,0.000,0
1595393086.996,9.277,-29.297,-40.527,-14.160,0.000,0
1595393087.000,97.168,-27.832,-25.879,-18.555,0.000,0
1595393087.004,5.859,-33.691,-32.715,-14.648,0.000,0
1595393087.008,-100.586,-40.039,-41.992,-4.883,0.000,0
1595393087.012,-36.621,-38.574,-29.297,-4.395,0.000,0
1595393087.016,83.984,-34.180,-14.160,-12.207,0.000,0
1595393087.019,49.805,-34.180,-25.391,-7.812,0.000,0
1595393087.023,-77.148,-37.109,-38.086,3.906,0.000,0
1595393087.027,-66.895,-34.668,-24.902,-7.812,0.000,0
1595393087.031,60.547,-33.691,-14.648,-16.602,0.000,0
1595393087.035,74.707,-35.645,-20.020,-6.348,0.000,0
1595393087.039,-50.293,-38.086,-17.578,6.836,0.000,0
1595393087.043,-83.984,-42.480,-17.090,-1.465,0.000,0
1595393087.047,41.992,-40.039,-4.883,-14.648,0.000,0
1595393087.051,97.656,-37.598,-5.371,-10.742,0.000,0
1595393087.055,-14.160,-34.668,-5.859,-4.883,0.000,0
1595393087.058,-96.680,-33.203,-8.789,-8.301,0.000,0
1595393087.062,-0.488,-32.227,-9.277,-6.836,0.000,0
1595393087.066,100.586,-32.715,-8.301,-8.789,0.000,0
1595393087.070,18.555,-36.133,-11.719,-12.207,0.000,0
1595393087.074,-97.656,-32.227,-8.789,-12.695,0.000,0
1595393087.078,-46.875,-29.297,-5.371,-14.648,0.000,0
1595393087.082,79.590,-26.367,-5.371,-14.648,0.000,0
1595393087.086,52.246,-25.391,-2.441,-9.766,0.000,0
1595393087.090,-80.566,-26.855,-5.859,-4.883,0.000,0
1595393087.094,-80.078,-29.785,-16.113,-17.090,0.000,0
1595393087.098,48.340,-33.691,-18.066,-24.414,0.000,0
1595393087.101,72.266,-34.180,-17.090,-16.113,0.000,0
1595393087.105,-45.410,-34.180,-11.230,-8.789,0.000,0
1595393087.109,-93.262,-32.227,-16.602,-7.324,0.000,0
1595393087.113,17.578,-35.645,-20.020,-3.906,0.000,0
1595393087.117,87.402,-33.203,-9.277,-5.859,0.000,0
1595393087.121,-15.625,-30.762,-4.395,-9.277,0.000,0
1595393087.125,-110.840,-35.645,-20.020,-9.766,0.000,0
1595393087.129,-30.273,-33.203,-17.090,-4.395,0.000,0
1595393087.133,83.496,-27.344,-1.465,-2.441,0.000,0
1595393087.137,16.602,-30.762,-9.277,-14.648,0.000,0
1595393087.141,-108.398,-34.180,-22.461,-13.672,0.000,0
1595393087.144,-74.707,-34.180,-20.508,-17.578,0.000,0
1595393087.148,58.594,-30.762,0.000,-14.160,0.000,0
1595393087.152,54.688,-29.297,4.883,-0.977,0.000,0
1595393087.156,-70.801,-30.762,-6.836,2.441,0.000,0
1595393087.160,-88.379,-34.180,-17.090,-1.465,0.000,0
1595393087.164,34.668,-36.133,-5.859,-0.488,0.000,0
1595393087.168,78.613,-33.203,-1.465,7.324,0.000,0
1595393087.172,-46.387,-37.598,-13.184,15.625,0.000,0
1595393087.176,-112.305,-38.574,-13.184,17.578,0.000,0
1595393087.180,1.465,-34.180,1.953,1.953,0.000,0
1595393087.183,88.867,-32.715,0.488,4.395,0.000,0
1595393087.187,-12.695,-32.227,-6.348,17.578,0.000,0
1595393087.191,-118.164,-33.203,-6.836,9.277,0.000,0
1595393087.195,-35.156,-32.227,4.395,-2.441,0.000,0
1595393087.199,79.102,-33.691,5.371,-7.812,0.000,0
1595393087.203,16.113,-42.480,-12.207,-14.648,0.000,0
1595393087.207,-108.887,-42.480,-26.855,-12.207,0.000,0
1595393087.211,-65.430,-37.109,-23.926,-1.953,0.000,0
1595393087.215,64.941,-38.574,-13.184,-6.348,0.000,0
1595393087.219,55.176,-41.992,-24.902,-18.066,0.000,0
1595393087.223,-64.941,-40.039,-20.508,-17.578,0.000,0
1595393087.226,-85.938,-37.598,-16.113,-12.695,0.000,0
1595393087.230,41.992,-35.645,-18.066,-5.371,0.000,0
1595393087.234,94.727,-28.809,-17.090,-3.906,0.000,0
1595393087.238,-27.832,-25.879,-17.090,-7.324,0.000,0
1595393087.242,-97.168,-23.926,-26.855,-2.930,0.000,0
1595393087.246,5.859,-21.484,-22.461,-1.465,0.000,0
1595393087.250,88.867,-20.996,-19.043,-9.277,0.000,0
1595393087.254,-9.766,-25.391,-23.926,-12.207,0.000,0
1595393087.258,-120.605,-29.785,-29.785,-11.230,0.000,0
1595393087.262,-55.664,-33.203,-31.738,-12.695,0.000,0
1595393087.266,62.500,-31.738,-22.461,-17.578,0.000,0
1595393087.269,22.949,-27.832,-18.555,-23.926,0.000,0
1595393087.273,-100.586,-30.762,-22.461,-20.020,0.000,0
1595393087.277,-80.566,-31.738,-29.785,-18.066,0.000,0
1595393087.281,50.781,-30.762,-25.391,-21.973,0.000,0
1595393087.285,59.570,-29.297,-26.367,-17.090,0.000,0
1595393087.289,-69.824,-26.367,-31.250,-14.160,0.000,0
1595393087.293,-101.074,-24.902,-40.527,-11.719,0.000,0
1595393087.297,27.832,-24.414,-31.738,-1.465,0.000,0
1595393087.301,85.449,-31.250,-27.832,-4.395,0.000,0
1595393087.305,-24.902,-33.691,-36.133,2.930,0.000,0
1595393087.308,-103.027,-32.227,-35.645,15.137,0.000,0
1595393087.312,-12.207,-40.527,-22.461,-7.324,0.000,0
1595393087.316,87.402,-44.434,-18.066,-17.578,0.000,0
1595393087.320,1.465,-43.457,-27.832,-8.789,0.000,0
1595393087.324,-112.793,-41.992,-32.227,-2.930,0.000,0
1595393087.328,-55.176,-37.598,-25.391,-3.418,0.000,0
1595393087.332,71.777,-34.180,-19.531,-7.324,0.000,0
1595393087.336,41.016,-33.203,-27.832,3.418,0.000,0
1595393087.340,-99.609,-34.180,-33.203,12.695,0.000,0
1595393087.344,-91.797,-29.297,-20.508,5.859,0.000,0
1595393087.348,34.180,-26.367,-13.184,-3.906,0.000,0
1595393087.351,45.898,-29.785,-25.391,-14.648,0.000,0
1595393087.355,-80.566,-29.297,-33.691,-4.395,0.000,0
1595393087.359,-124.023,-26.855,-22.461,4.883,0.000,0
1595393087.363,-4.883,-28.809,-10.254,-6.836,0.000,0
1595393087.367,56.152,-30.273,-20.996,-8.789,0.000,0
1595393087.371,-56.152,-32.715,-22.949,-4.883,0.000,0
1595393087.375,-138.184,-35.645,-22.461,-10.254,0.000,0
1595393087.379,-54.199,-31.738,-20.508,-15.625,0.000,0
1595393087.383,48.828,-30.273,-13.672,-7.324,0.000,0
1595393087.387,-15.137,-29.785,-9.277,-4.395,0.000,0
1595393087.391,-134.766,-28.809,-18.555,-12.695,0.000,0
1595393087.394,-88.379,-33.691,-24.414,-16.602,0.000,0
1595393087.398,49.316,-36.133,-12.695,-14.160,0.000,0
1595393087.402,40.527,-32.715,-13.672,-6.348,0.000,0
1595393087.406,-93.750,-35.645,-18.066,0.000,0.000,0
1595393087.410,-93.262,-39.551,-18.555,0.000,0.000,2
1595393087.414,50.781,-41.504,-14.648,5.859,0.000,0
1595393087.418,87.891,-38.086,-4.883,-1.953,0.000,0
1595393087.422,-39.551,-38.086,-10.742,-6.348,0.000,0
1595393087.426,-98.633,-40.527,-33.203,-2.441,0.000,0
1595393087.430,32.227,-36.133,-25.391,1.465,0.000,0
1595393087.433,125.000,-35.156,-12.695,8.301,0.000,0
1595393087.437,12.207,-42.480,-17.090,-5.371,0.000,0
1595393087.441,-96.191,-44.922,-23.926,-5.859,0.000,0
1595393087.445,-18.555,-44.922,-19.043,-5.859,0.000,0
1595393087.449,103.516,-43.457,-9.766,0.977,0.000,0
1595393087.453,46.387,-43.945,-11.719,11.230,0.000,0
1595393087.457,-84.961,-45.410,-23.438,13.672,0.000,0
1595393087.461,-51.758,-41.016,-19.043,18.555,0.000,0
1595393087.465,78.125,-40.527,-4.883,11.230,0.000,0
1595393087.469,59.570,-46.387,-18.066,0.488,0.000,0
1595393087.473,-65.918,-50.293,-26.855,3.906,0.000,0
1595393087.476,-82.520,-50.781,-25.391,5.859,0.000,0
1595393087.480,41.992,-42.969,-9.766,2.930,0.000,0
1595393087.484,88.867,-36.133,-6.348,10.254,0.000,0
1595393087.488,-35.156,-40.527,-15.137,17.578,0.000,0
1595393087.492,-97.168,-36.621,-13.672,20.508,0.000,0
1595393087.496,17.578,-29.297,2.441,15.625,0.000,0
1595393087.500,104.980,-28.320,2.441,15.137,0.000,0
1595393087.504,9.766,-35.156,-13.184,12.695,0.000,0
1595393087.508,-103.027,-40.039,-16.113,-2.441,0.000,0
1595393087.512,-35.156,-35.156,-14.648,-7.812,0.000,0
1595393087.516,81.055,-36.621,-15.625,-4.395,0.000,0
1595393087.519,29.785,-40.039,-17.578,-2.930,0.000,0
1595393087.523,-95.215,-41.992,-19.531,2.441,0.000,0
1595393087.527,-76.172,-47.363,-23.438,-4.395,0.000,0
1595393087.531,55.664,-44.922,-16.602,-11.230,0.000,0
1595393087.535,61.523,-39.551,-10.254,-9.766,0.000,0
1595393087.539,-75.195,-40.039,-18.066,-8.789,0.000,0
1595393087.543,-101.074,-38.574,-30.273,-8.789,0.000,0
1595393087.547,30.273,-37.109,-30.273,-6.836,0.000,0
1595393087.551,75.195,-38.574,-24.902,-12.207,0.000,0
1595393087.555,-38.086,-38.086,-21.973,-20.996,0.000,0
1595393087.558,-105.469,-38.086,-27.344,-14.160,0.000,0
1595393087.562,-0.488,-43.457,-27.344,-8.789,0.000,0
1595393087.566,89.355,-42.969,-24.414,-12.207,0.000,0
1595393087.570,6.836,-40.527,-17.090,-11.230,0.000,0
1595393087.574,-98.145,-41.016,-21.973,-4.883,0.000,0
1595393087.578,-31.738,-34.668,-19.043,-5.859,0.000,0
1595393087.582,88.379,-31.738,-11.719,-12.695,0.000,0
1595393087.586,49.316,-34.180,-18.066,-11.230,0.000,0
1595393087.590,-80.566,-44.434,-24.902,-10.254,0.000,0
1595393087.594,-74.219,-42.969,-18.555,-9.277,0.000,0
1595393087.598,53.711,-37.109,-8.301,-14.160,0.000,0
1595393087.601,69.336,-40.039,-11.230,-25.391,0.000,0
1595393087.605,-57.617,-40.039,-21.484,-21.973,0.000,0
1595393087.609,-91.797,-36.133,-34.180,-7.324,0.000,0
1595393087.613,38.574,-33.691,-16.602,-6.348,0.000,0
1595393087.617,106.934,-31.738,-11.230,-3.906,0.000,0
1595393087.621,-8.301,-37.598,-20.020,-1.465,0.000,0
1595393087.625,-97.656,-36.133,-24.902,-2.441,0.000,0
1595393087.629,1.953,-31.738,-22.461,-1.465,0.000,0
1595393087.633,105.469,-33.203,-24.902,-2.441,0.000,0
1595393087.637,24.414,-34.668,-35.156,-7.812,0.000,0
1595393087.641,-91.797,-36.621,-38.086,-11.230,0.000,0
1595393087.644,-41.504,-32.715,-33.203,-3.418,0.000,0
1595393087.648,93.262,-27.832,-29.785,1.953,0.000,0
1595393087.652,57.617,-29.297,-38.086,-1.465,0.000,0
1595393087.656,-78.613,-27.344,-41.504,-1.465,0.000,0
1595393087.660,-68.848,-23.438,-34.668,-4.395,0.000,0
1595393087.664,58.105,-27.832,-25.879,-9.766,0.000,0
1595393087.668,85.449,-26.367,-36.133,-4.395,0.000,0
1595393087.672,-36.621,-19.043,-35.156,2.930,0.000,0
1595393087.676,-104.004,-22.949,-40.039,-10.742,0.000,0
1595393087.680,0.488,-27.832,-35.156,-19.531,0.000,0
1595393087.683,79.590,-27.344,-26.367,-8.789,0.000,0
1595393087.687,-20.020,-27.832,-22.461,2.930,0.000,0
1595393087.691,-108.398,-25.879,-20.508,16.113,0.000,0
1595393087.695,-22.461,-29.785,-16.113,11.230,0.000,0
1595393087.699,80.078,-38.086,-21.484,6.836,0.000,0
1595393087.703,13.184,-37.598,-26.367,10.254,0.000,0
1595393087.707,-108.398,-35.645,-25.391,6.348,0.000,0
1595393087.711,-66.895,-32.227,-31.738,7.812,0.000,0
1595393087.715,56.641,-36.133,-27.832,7.812,0.000,0
1595393087.719,41.016,-36.621,-12.695,5.371,0.000,0
1595393087.723,-89.355,-38.086,-19.531,-7.812,0.000,0
1595393087.726,-103.516,-47.852,-36.133,-15.625,0.000,0
1595393087.730,29.785,-42.969,-28.320,-5.859,0.000,0
1595393087.734,77.637,-34.180,-15.137,2.930,0.000,0
1595393087.738,-37.598,-36.621,-18.066,0.000,0.000,0
1595393087.742,-92.285,-34.180,-33.203,9.766,0.000,0
1595393087.746,30.762,-24.902,-27.344,13.672,0.000,0
1595393087.750,109.375,-29.785,-30.762,-0.977,0.000,0
1595393087.754,2.930,-37.598,-42.969,1.953,0.000,0
1595393087.758,-94.238,-38.086,-50.293,4.883,0.000,0
1595393087.762,-11.719,-33.203,-40.039,1.953,0.000,0
1595393087.766,105.469,-29.785,-24.902,9.277,0.000,0
1595393087.769,46.387,-35.156,-29.297,16.602,0.000,0
1595393087.773,-84.961,-41.992,-39.062,8.789,0.000,0
1595393087.777,-59.082,-33.691,-30.273,-3.418,0.000,0
1595393087.781,70.312,-29.297,-22.461,-7.324,0.000,0
1595393087.785,59.082,-33.203,-37.598,-2.441,0.000,0
1595393087.789,-76.660,-33.203,-46.387,-0.488,0.000,0
1595393087.793,-102.051,-34.180,-48.340,-10.254,0.000,0
1595393087.797,23.438,-35.645,-42.480,-19.043,0.000,0
1595393087.801,68.359,-33.203,-42.969,-18.066,0.000,0
1595393087.805,-45.898,-37.109,-40.527,-8.789,0.000,0
1595393087.808,-103.516,-38.574,-41.504,-12.207,0.000,0
1595393087.812,4.395,-37.109,-36.133,-19.043,0.000,0
1595393087.816,99.121,-33.691,-31.250,-9.277,0.000,0
1595393087.820,12.695,-32.715,-31.738,-6.348,0.000,0
1595393087.824,-98.633,-36.621,-33.691,-7.324,0.000,0
1595393087.828,-24.414,-34.180,-23.926,-2.930,0.000,0
1595393087.832,93.262,-35.156,-25.879,-0.977,0.000,0
1595393087.836,45.410,-33.203,-26.855,0.488,0.000,0
1595393087.840,-80.566,-34.668,-20.508,-13.672,0.000,0
1595393087.844,-61.523,-37.598,-25.391,-15.625,0.000,0
1595393087.848,72.266,-32.227,-25.879,-9.766,0.000,0
1595393087.851,83.984,-29.785,-27.344,-7.812,0.000,0
1595393087.855,-46.387,-36.621,-27.832,-6.348,0.000,0
1595393087.859,-95.215,-47.852,-34.668,-19.043,0.000,0
1595393087.863,23.438,-49.805,-31.250,-22.461,0.000,0
1595393087.867,85.938,-41.992,-19.043,-14.160,0.000,0
1595393087.871,-27.832,-42.480,-14.648,-10.254,0.000,0
1595393087.875,-108.887,-52.246,-29.297,-11.230,0.000,0
1595393087.879,-7.324,-53.711,-23.438,-8.301,0.000,0
1595393087.883,83.496,-51.758,-12.695,-11.230,0.000,0
1595393087.887,-7.812,-50.781,-12.695,-17.578,0.000,0
1595393087.891,-108.887,-51.270,-16.113,-4.395,0.000,0
1595393087.894,-46.387,-50.293,-14.648,-2.441,0.000,0
1595393087.898,82.031,-44.434,0.488,-9.277,0.000,0
1595393087.902,49.805,-47.363,-2.930,1.465,0.000,0
1595393087.906,-90.820,-53.223,-19.531,-1.465,0.000,0
1595393087.910,-83.496,-55.664,-25.879,-13.184,0.000,0
1595393087.914,48.828,-51.758,-13.184,-17.090,0.000,0
1595393087.918,69.824,-43.457,-9.277,-5.859,0.000,0
1595393087.922,-51.758,-41.992,-15.137,11.230,0.000,0
1595393087.926,-93.750,-42.969,-15.625,16.113,0.000,0
1595393087.930,29.297,-39.062,-5.371,11.719,0.000,0
1595393087.933,94.238,-40.039,-6.836,14.160,0.000,0
1595393087.937,-15.625,-45.410,-19.531,19.043,0.000,0
1595393087.941,-108.398,-49.316,-28.320,3.906,0.000,0
1595393087.945,-24.414,-49.805,-17.090,-4.883,0.000,0
1595393087.949,81.055,-49.316,-17.578,-4.395,0.000,0
1595393087.953,6.836,-52.246,-34.180,-5.859,0.000,0
1595393087.957,-110.840,-51.758,-34.180,-3.418,0.000,0
1595393087.961,-46.387,-44.434,-20.020,2.441,0.000,0
1595393087.965,88.379,-38.086,-8.301,-0.488,0.000,0
1595393087.969,68.359,-37.598,-13.672,3.906,0.000,0
1595393087.973,-51.758,-39.062,-14.648,15.137,0.000,0
1595393087.976,-58.594,-42.480,-17.090,5.371,0.000,0
1595393087.980,59.570,-43.457,-15.625,0.977,0.000,0
1595393087.984,81.543,-40.527,-14.648,12.207,0.000,0
1595393087.988,-45.898,-37.598,-8.789,11.719,0.000,0
1595393087.992,-94.238,-33.691,-5.859,4.395,0.000,0
1595393087.996,24.902,-30.762,-0.488,-4.395,0.000,0
1595393088.000,96.680,-32.715,-4.395,-7.812,0.000,0
1595393088.004,-7.812,-35.645,-14.648,-2.930,0.000,0
1595393088.008,-107.910,-36.621,-17.090,0.977,0.000,0
1595393088.012,-31.250,-41.016,-17.578,3.906,0.000,0
1595393088.016,80.566,-44.922,-20.020,-2.441,0.000,0
1595393088.019,23.438,-43.945,-9.277,-8.789,0.000,0
1595393088.023,-103.027,-41.016,-19.043,-3.418,0.000,0
1595393088.027,-68.848,-38.086,-32.715,-1.465,0.000,0
1595393088.031,63.477,-34.180,-17.090,-15.625,0.000,0
1595393088.035,58.594,-29.785,-12.695,-19.043,0.000,0
1595393088.039,-67.383,-31.738,-17.578,-5.371,0.000,0
1595393088.043,-83.984,-39.551,-33.691,-11.719,0.000,0
1595393088.047,38.574,-39.551,-28.320,-20.508,0.000,0
1595393088.051,86.426,-33.203,-21.484,-14.160,0.000,0
1595393088.055,-25.879,-31.250,-28.809,-13.672,0.000,0
1595393088.058,-90.332,-37.109,-39.551,-8.301,0.000,0
1595393088.062,16.113,-38.574,-20.996,-10.742,0.000,0
1595393088.066,100.098,-35.645,-12.695,-19.531,0.000,0
1595393088.070,8.301,-37.109,-20.020,-11.230,0.000,0
1595393088.074,-104.004,-42.969,-23.926,-1.953,0.000,0
1595393088.078,-32.715,-41.504,-13.184,3.418,0.000,0
1595393088.082,89.844,-33.691,-7.812,-2.441,0.000,0
1595393088.086,44.922,-30.762,-16.602,-7.812,0.000,0
1595393088.090,-85.938,-33.691,-28.320,-10.254,0.000,0
1595393088.094,-68.359,-35.645,-26.367,-14.160,0.000,0
1595393088.098,64.941,-36.621,-18.555,-12.695,0.000,0
1595393088.101,65.430,-37.598,-20.508,-4.883,0.000,0
1595393088.105,-61.035,-37.109,-13.672,-0.977,0.000,0
1595393088.109,-75.684,-36.133,-7.812,-0.488,0.000,0
1595393088.113,55.664,-33.691,0.488,-5.859,0.000,0
1595393088.117,100.586,-39.062,-11.719,-5.371,0.000,0
1595393088.121,-20.996,-39.062,-17.578,4.395,0.000,0
1595393088.125,-94.238,-31.738,-15.625,3.418,0.000,0
1595393088.129,4.883,-32.715,-22.949,-7.812,0.000,0
1595393088.133,96.680,-34.180,-23.438,-22.461,0.000,0
1595393088.137,12.695,-33.691,-25.879,-18.066,0.000,0
1595393088.141,-96.680,-35.156,-30.762,-7.812,0.000,0
1595393088.144,-41.504,-39.062,-30.762,-15.137,0.000,0
1595393088.148,80.566,-38.574,-25.879,-18.555,0.000,0
1595393088.152,43.945,-38.086,-16.113,-19.043,0.000,0
1595393088.156,-87.891,-36.133,-20.020,-15.625,0.000,0
1595393088.160,-76.172,-39.551,-37.109,-16.113,0.000,0
1595393088.164,47.363,-45.410,-27.344,-17.090,0.000,0
1595393088.168,62.988,-40.039,-17.090,0.977,0.000,0
1595393088.172,-50.781,-36.133,-20.996,9.277,0.000,0
1595393088.176,-91.797,-31.738,-36.133,-14.648,0.000,0
1595393088.180,24.414,-21.484,-39.551,-29.785,0.000,0
1595393088.183,95.215,-13.672,-26.855,-23.926,0.000,0
1595393088.187,-20.020,-16.113,-34.180,-27.832,0.000,0
1595393088.191,-104.492,-17.578,-57.617,-27.344,0.000,0
1595393088.195,-4.395,-14.648,-53.711,-32.715,0.000,0
1595393088.199,104.004,-12.207,-42.969,-36.133,0.000,0
1595393088.203,25.391,-13.184,-48.340,-26.367,0.000,0
1595393088.207,-93.262,-15.625,-61.523,-18.555,0.000,0
1595393088.211,-37.109,-18.555,-50.781,-17.090,0.000,0
1595393088.215,83.008,-20.508,-34.180,-9.277,0.000,0
1595393088.219,54.688,-29.785,-41.992,-10.742,0.000,0
1595393088.223,-71.289,-32.227,-47.852,-2.930,0.000,0
1595393088.226,-68.848,-26.367,-39.062,0.488,0.000,0
1595393088.230,55.176,-26.855,-24.902,-12.207,0.000,0
1595393088.234,75.684,-25.879,-23.926,-8.789,0.000,0
1595393088.238,-45.410,-26.855,-32.227,-3.906,0.000,0
1595393088.242,-100.586,-28.809,-39.062,-10.254,0.000,0
1595393088.246,16.602,-25.391,-24.414,-6.348,0.000,0
1595393088.250,102.051,-19.531,-26.855,-0.977,0.000,0
1595393088.254,3.906,-19.043,-33.203,1.465,0.000,0
1595393088.258,-104.492,-24.414,-35.645,-4.395,0.000,0
1595393088.262,-24.902,-21.973,-28.809,-5.859,0.000,0
1595393088.266,94.238,-20.508,-30.273,3.906,0.000,0
1595393088.269,33.203,-25.391,-42.480,9.766,0.000,0
1595393088.273,-90.820,-20.508,-44.434,7.324,0.000,0
1595393088.277,-43.457,-16.113,-43.945,-1.465,0.000,0
1595393088.281,95.215,-19.531,-41.016,-1.953,0.000,0
1595393088.285,76.172,-23.926,-49.316,-3.418,0.000,0
1595393088.289,-50.781,-23.926,-48.828,-7.324,0.000,0
1595393088.293,-53.711,-25.879,-47.363,-4.395,0.000,0
1595393088.297,67.871,-25.879,-50.781,4.395,0.000,0
1595393088.301,100.586,-20.508,-48.340,6.348,0.000,0
1595393088.305,-22.949,-19.531,-47.363,-7.324,0.000,0
1595393088.308,-79.590,-20.020,-60.547,-14.648,0.000,0
1595393088.312,30.762,-22.949,-63.965,-8.301,0.000,0
1595393088.316,108.887,-23.926,-62.012,-10.254,0.000,0
1595393088.320,15.625,-21.484,-57.617,-11.719,0.000,0
1595393088.324,-81.055,-23.438,-50.781,-2.930,0.000,0
1595393088.328,-4.883,-26.367,-32.227,5.371,0.000,0
1595393088.332,104.980,-23.926,-17.090,3.906,0.000,0
1595393088.336,51.758,-22.949,-16.113,-1.953,0.000,0
1595393088.340,-74.219,-28.809,-29.297,-5.371,0.000,0
1595393088.344,-52.734,-32.715,-38.086,-5.859,0.000,0
1595393088.348,74.707,-29.297,-17.578,-9.277,0.000,0
1595393088.351,78.613,-26.855,-11.719,-5.371,0.000,0
1595393088.355,-49.316,-31.250,-15.625,0.977,0.000,0
1595393088.359,-79.102,-35.645,-25.391,-1.953,0.000,0
1595393088.363,44.922,-29.297,-19.531,-4.395,0.000,0
1595393088.367,100.586,-27.344,-18.555,-1.953,0.000,0
1595393088.371,-11.230,-35.645,-30.762,4.883,0.000,0
1595393088.375,-78.125,-35.156,-39.551,4.395,0.000,0
1595393088.379,36.133,-29.297,-27.344,5.371,0.000,0
1595393088.383,125.977,-26.855,-21.973,12.207,0.000,0
1595393088.387,29.785,-26.367,-30.273,11.719,0.000,0
1595393088.391,-90.332,-29.785,-35.645,2.441,0.000,0
1595393088.394,-31.250,-30.273,-24.414,-10.742,0.000,0
1595393088.398,93.262,-30.273,-18.066,-13.672,0.000,0
1595393088.402,48.828,-30.762,-25.879,-6.836,0.000,0
