timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
1595392943.543,151.855,-27.832,-12.207,-13.672,0.000,0
1595392943.547,-51.270,-27.832,-18.555,-5.859,0.000,0
1595392943.551,-148.438,-24.414,-11.719,-11.719,0.000,0
1595392943.555,32.715,-27.832,2.930,-21.973,0.000,0
1595392943.558,167.480,-28.809,-1.465,-14.160,0.000,0
1595392943.562,14.648,-28.320,-5.371,-5.371,0.000,0
1595392943.566,-145.508,-24.902,-4.395,-15.625,0.000,0
1595392943.570,-17.090,-20.508,-3.418,-15.625,0.000,0
1595392943.574,168.945,-20.020,4.883,-11.719,0.000,0
1595392943.578,77.148,-25.879,-1.953,-13.672,0.000,0
1595392943.582,-130.371,-27.832,-13.184,-5.859,0.000,0
1595392943.586,-74.219,-25.879,-17.578,0.488,0.000,0
1595392943.590,147.949,-27.832,-11.719,-15.625,0.000,0
1595392943.594,134.277,-26.367,-8.789,-12.207,0.000,0
1595392943.598,-83.008,-23.926,-12.695,4.883,0.000,0
1595392943.601,-111.816,-26.855,-30.273,-6.348,0.000,0
1595392943.605,110.840,-20.508,-21.973,-2.441,0.000,0
1595392943.609,181.152,-16.113,-0.488,7.812,0.000,0
1595392943.613,-37.109,-23.438,4.395,-1.953,0.000,0
1595392943.617,-157.715,-33.203,-14.160,-8.789,0.000,0
1595392943.621,20.020,-35.645,-4.883,-3.906,0.000,0
1595392943.625,176.758,-31.738,10.254,4.395,0.000,0
1595392943.629,39.062,-33.691,2.441,11.230,0.000,0
1595392943.633,-141.113,-39.062,-13.184,11.230,0.000,0
1595392943.637,-31.250,-42.969,-0.488,-0.488,0.000,0
1595392943.641,174.805,-35.645,23.438,0.977,0.000,0
1595392943.644,106.445,-30.762,11.719,9.277,0.000,0
1595392943.648,-112.305,-34.180,-12.695,11.230,0.000,2
1595392943.652,-81.543,-34.180,-9.766,3.418,0.000,0
1595392943.656,140.137,-36.133,9.766,-4.883,0.000,0
1595392943.660,146.973,-40.039,1.465,-0.977,0.000,0
1595392943.664,-68.848,-37.109,-17.090,18.066,0.000,0
1595392943.668,-116.211,-29.785,-23.438,24.902,0.000,0
1595392943.672,93.262,-26.367,3.906,-0.488,0.000,0
1595392943.676,186.523,-31.250,3.418,0.977,0.000,0
1595392943.680,-0.977,-33.691,-18.066,17.578,0.000,0
1595392943.683,-130.371,-33.691,-23.438,7.324,0.000,0
1595392943.687,24.902,-33.691,2.930,-1.465,0.000,0
1595392943.691,173.340,-41.016,0.977,3.906,0.000,0
1595392943.695,46.387,-41.016,-3.906,3.418,0.000,0
1595392943.699,-136.230,-37.598,-10.254,-1.465,0.000,0
1595392943.703,-44.922,-36.621,-19.043,-4.395,0.000,0
1595392943.707,161.621,-31.250,-12.695,-6.836,0.000,0
1595392943.711,103.516,-32.227,-14.648,-4.395,0.000,0
1595392943.715,-110.840,-33.691,-21.484,-2.930,0.000,0
1595392943.719,-90.820,-33.203,-23.438,-0.488,0.000,0
1595392943.723,126.953,-34.180,-15.625,0.488,0.000,0
1595392943.726,148.438,-31.738,-22.461,-8.301,0.000,0
1595392943.730,-65.918,-36.133,-20.508,-4.395,0.000,0
1595392943.734,-132.324,-40.527,-19.531,3.906,0.000,0
1595392943.738,71.777,-33.203,-16.602,7.812,0.000,0
1595392943.742,183.105,-30.273,-13.184,12.207,0.000,0
1595392943.746,7.812,-31.738,-8.301,3.906,0.000,0
1595392943.750,-133.789,-30.762,-21.973,3.906,0.000,0
1595392943.754,14.648,-31.250,-24.902,-0.488,0.000,0
1595392943.758,175.293,-31.738,-16.113,-7.812,0.000,0
1595392943.762,57.617,-30.762,-14.648,4.883,0.000,0
1595392943.766,-124.512,-30.762,-24.902,8.301,0.000,0
1595392943.769,-46.387,-30.762,-31.250,7.812,0.000,0
1595392943.773,166.504,-29.785,-16.113,12.695,0.000,0
1595392943.777,124.512,-29.297,-6.836,8.301,0.000,0
1595392943.781,-98.145,-32.715,-20.020,8.789,0.000,0
1595392943.785,-101.562,-32.227,-33.691,14.160,0.000,0
1595392943.789,114.258,-31.250,-9.766,10.254,0.000,0
1595392943.793,161.133,-29.785,-2.930,8.301,0.000,0
1595392943.797,-51.758,-29.297,-20.508,8.789,0.000,0
1595392943.801,-144.043,-32.715,-33.203,7.324,0.000,0
1595392943.805,44.434,-25.879,-16.602,-5.859,0.000,0
1595392943.808,167.969,-21.973,-9.277,-20.020,0.000,0
1595392943.812,3.906,-24.414,-20.996,-13.184,0.000,0
1595392943.816,-149.902,-27.832,-36.621,-8.789,0.000,0
1595392943.820,-13.672,-29.297,-25.391,-13.672,0.000,0
1595392943.824,167.969,-26.855,-10.254,-11.719,0.000,0
1595392943.828,69.824,-29.297,-17.090,-6.836,0.000,0
1595392943.832,-136.230,-33.691,-27.344,-2.930,0.000,0
1595392943.836,-79.590,-32.715,-16.113,-10.742,0.000,0
1595392943.840,137.207,-26.367,-3.906,-16.602,0.000,0
1595392943.844,117.676,-24.902,-14.648,-17.578,0.000,0
1595392943.848,-104.004,-21.973,-20.020,-13.672,0.000,0
1595392943.851,-120.605,-18.066,-17.578,-13.184,0.000,0
1595392943.855,98.633,-20.020,-10.742,-19.531,0.000,0
1595392943.859,153.809,-23.926,-19.531,-18.555,0.000,0
1595392943.863,-53.711,-27.344,-24.414,-16.113,0.000,0
1595392943.867,-157.715,-29.297,-18.555,-17.090,0.000,0
1595392943.871,29.297,-28.809,-6.348,-17.090,0.000,0
1595392943.875,173.828,-24.902,-9.766,-2.930,0.000,0
1595392943.879,12.207,-25.879,-11.719,1.465,0.000,0
1595392943.883,-160.645,-29.785,-12.207,-9.277,0.000,0
1595392943.887,-37.598,-24.414,-13.672,-14.160,0.000,0
1595392943.891,155.273,-16.602,-19.043,-9.277,0.000,0
1595392943.894,78.125,-17.090,-18.555,-5.371,0.000,0
1595392943.898,-128.418,-16.113,-15.137,-9.766,0.000,0
1595392943.902,-89.355,-21.973,-19.043,-10.254,0.000,0
1595392943.906,131.348,-25.879,-3.906,-16.602,0.000,0
1595392943.910,123.535,-22.949,-3.906,-17.090,0.000,0
1595392943.914,-103.027,-23.438,-4.395,-9.766,0.000,0
1595392943.918,-144.043,-26.855,-11.230,-9.766,0.000,0
1595392943.922,62.012,-22.461,-3.906,-17.578,0.000,0
1595392943.926,148.438,-14.160,3.906,-7.324,0.000,0
1595392943.930,-41.504,-21.484,-5.371,-4.395,0.000,0
1595392943.933,-159.668,-30.273,-26.855,-15.137,0.000,0
1595392943.937,6.348,-30.762,-25.391,-11.719,0.000,0
1595392943.941,152.344,-25.391,-7.324,-15.137,0.000,0
1595392943.945,18.555,-25.391,-10.742,-7.812,0.000,0
1595392943.949,-156.250,-27.344,-21.484,-6.836,0.000,0
1595392943.953,-56.641,-26.367,-15.137,-20.020,0.000,0
1595392943.957,142.090,-27.344,-2.930,-21.973,0.000,0
1595392943.961,75.684,-25.391,-5.859,-28.320,0.000,0
1595392943.965,-131.836,-28.809,-10.254,-24.902,0.000,0
1595392943.969,-105.957,-30.273,-11.719,-26.855,0.000,0
1595392943.973,115.723,-29.785,-2.930,-27.344,0.000,0
1595392943.976,143.555,-26.367,0.000,-10.742,0.000,0
1595392943.980,-81.055,-28.809,-10.742,4.883,0.000,0
1595392943.984,-145.996,-37.598,-8.789,0.977,0.000,0
1595392943.988,66.406,-34.668,21.973,-2.441,0.000,0
1595392943.992,160.645,-30.762,12.207,-6.348,0.000,0
1595392943.996,-30.273,-32.715,-0.488,-6.836,0.000,0
1595392944.000,-163.086,-38.086,-8.789,-5.859,0.000,0
1595392944.004,-4.395,-34.668,-5.859,-6.348,0.000,0
1595392944.008,165.527,-25.879,-7.324,4.395,0.000,0
1595392944.012,40.527,-23.926,-24.414,-0.977,0.000,0
1595392944.016,-148.438,-27.344,-25.391,-6.836,0.000,0
1595392944.019,-54.688,-23.926,-14.648,-1.953,0.000,0
1595392944.023,145.020,-18.555,-5.371,0.488,0.000,0
1595392944.027,85.938,-23.438,-9.766,0.488,0.000,0
1595392944.031,-133.301,-28.320,-13.184,-0.488,0.000,0
1595392944.035,-121.582,-31.250,-13.672,-0.488,0.000,0
1595392944.039,99.121,-32.227,-5.859,-5.371,0.000,0
1595392944.043,130.371,-27.344,-9.766,-6.348,0.000,0
1595392944.047,-83.008,-25.391,-15.137,-4.395,0.000,0
1595392944.051,-158.203,-27.344,-21.484,-12.207,0.000,0
1595392944.055,36.621,-32.715,-23.438,-10.254,0.000,0
1595392944.058,145.508,-32.715,-20.996,-2.441,0.000,0
1595392944.062,-20.508,-27.832,-5.859,-4.883,0.000,0
1595392944.066,-154.297,-25.879,-20.508,-5.371,0.000,0
1595392944.070,-13.672,-27.344,-17.090,-9.277,0.000,0
1595392944.074,161.621,-30.273,-6.348,-8.301,0.000,0
1595392944.078,57.129,-30.273,-17.578,-2.930,0.000,0
1595392944.082,-140.137,-28.320,-34.668,-3.906,0.000,0
1595392944.086,-65.918,-30.273,-35.645,0.000,0.000,0
1595392944.090,145.508,-33.203,-16.113,2.930,0.000,0
1595392944.094,114.746,-32.715,-16.113,-3.906,0.000,0
1595392944.098,-101.074,-30.762,-30.273,2.930,0.000,0
1595392944.101,-108.887,-28.320,-34.668,15.137,0.000,0
1595392944.105,105.957,-28.809,-8.301,7.324,0.000,0
1595392944.109,160.645,-27.344,-2.930,-3.906,0.000,0
1595392944.113,-44.922,-24.414,-13.184,5.859,0.000,0
1595392944.117,-141.113,-25.879,-22.461,3.418,0.000,0
1595392944.121,39.062,-27.344,-6.836,-16.113,0.000,0
1595392944.125,162.109,-28.809,-0.488,-19.043,0.000,0
1595392944.129,7.812,-30.762,-13.672,-6.348,0.000,0
1595392944.133,-152.344,-31.250,-20.020,7.324,0.000,0
1595392944.137,-22.461,-24.414,-8.789,2.441,0.000,0
1595392944.141,164.062,-22.949,0.000,2.930,0.000,0
1595392944.144,68.359,-30.762,-11.230,8.789,0.000,0
1595392944.148,-133.789,-34.180,-19.531,-1.953,0.000,0
1595392944.152,-74.219,-31.738,-12.207,-5.859,0.000,0
1595392944.156,154.297,-24.414,0.000,0.000,0.000,0
1595392944.160,140.625,-26.367,-20.996,14.160,0.000,0
1595392944.164,-90.332,-30.762,-32.227,7.812,0.000,0
1595392944.168,-111.816,-25.391,-19.043,-10.254,0.000,0
1595392944.172,112.305,-22.949,-7.324,0.488,0.000,0
1595392944.176,172.852,-23.438,-12.695,-0.488,0.000,0
1595392944.180,-30.273,-28.320,-15.137,-10.254,0.000,0
1595392944.183,-130.859,-26.855,-19.531,-5.371,0.000,0
1595392944.187,47.852,-22.461,-18.555,-1.953,0.000,0
1595392944.191,182.617,-27.832,-14.648,-4.883,0.000,0
1595392944.195,27.832,-35.645,-10.742,-8.789,0.000,0
1595392944.199,-137.695,-39.551,-16.113,-2.441,0.000,0
1595392944.203,-18.066,-35.156,-20.996,-0.488,0.000,0
1595392944.207,179.199,-26.367,-12.695,11.230,0.000,0
1595392944.211,108.398,-25.391,2.930,20.508,0.000,0
1595392944.215,-115.234,-34.180,0.488,-1.953,0.000,0
1595392944.219,-94.238,-41.504,-20.996,-6.348,0.000,0
1595392944.223,132.324,-41.016,-8.301,4.395,0.000,0
1595392944.226,134.766,-38.574,9.277,6.348,0.000,0
1595392944.230,-92.285,-39.062,0.000,2.441,0.000,0
1595392944.234,-140.625,-42.969,-14.160,-6.348,0.000,0
1595392944.238,70.312,-41.016,-1.953,-8.301,0.000,0
1595392944.242,152.344,-39.551,-0.488,-20.996,0.000,0
1595392944.246,-43.457,-40.527,-12.207,-26.367,0.000,0
1595392944.250,-161.133,-41.504,-35.645,-18.066,0.000,0
1595392944.254,11.719,-41.016,-28.809,-15.625,0.000,0
1595392944.258,167.480,-35.645,-7.324,-27.344,0.000,0
1595392944.262,26.855,-40.039,-16.113,-26.855,0.000,0
1595392944.266,-147.949,-41.016,-28.809,-9.766,0.000,0
1595392944.269,-40.527,-39.551,-20.508,-10.742,0.000,0
1595392944.273,149.902,-35.156,-8.301,-26.367,0.000,0
1595392944.277,78.125,-36.133,-19.043,-27.832,0.000,0
1595392944.281,-140.137,-45.898,-30.762,-21.973,0.000,0
1595392944.285,-112.793,-48.828,-30.273,-21.484,0.000,0
1595392944.289,117.676,-38.574,-6.836,-28.320,0.000,0
1595392944.293,138.672,-34.668,-9.766,-22.949,0.000,0
1595392944.297,-74.707,-38.574,-26.855,-9.766,0.000,0
1595392944.301,-138.184,-41.992,-23.926,-19.043,0.000,0
1595392944.305,60.059,-39.551,-6.836,-29.785,0.000,0
1595392944.308,162.598,-34.668,-12.207,-19.531,0.000,0
1595392944.312,-23.926,-40.039,-22.461,-11.230,0.000,0
1595392944.316,-157.715,-42.480,-20.996,-17.090,0.000,0
1595392944.320,1.953,-36.133,-13.184,-19.043,0.000,0
1595392944.324,164.062,-35.156,-12.695,-28.809,0.000,0
1595392944.328,45.410,-38.086,-21.484,-22.949,0.000,0
1595392944.332,-143.555,-44.434,-33.691,-16.113,0.000,0
1595392944.336,-53.223,-45.410,-29.785,-20.020,0.000,0
1595392944.340,155.762,-41.016,-21.484,-18.066,0.000,0
1595392944.344,106.934,-38.574,-20.996,-19.531,0.000,0
1595392944.348,-107.422,-41.016,-21.973,-14.648,0.000,0
1595392944.351,-105.957,-41.504,-32.227,-13.672,0.000,0
1595392944.355,116.699,-34.668,-17.578,-15.137,0.000,0
1595392944.359,160.156,-30.762,-14.648,-13.184,0.000,0
1595392944.363,-48.828,-23.926,-14.160,-6.836,0.000,0
1595392944.367,-131.348,-21.973,-24.902,5.859,0.000,0
1595392944.371,55.664,-25.879,-24.902,-3.418,0.000,0
1595392944.375,174.805,-25.879,-18.066,-16.602,0.000,0
1595392944.379,13.672,-22.949,-15.625,-1.953,0.000,0
1595392944.383,-143.066,-24.902,-22.461,-5.859,0.000,0
1595392944.387,-9.277,-26.855,-23.438,-10.742,0.000,0
1595392944.391,177.246,-18.555,-5.371,-7.324,0.000,0
1595392944.394,74.219,-15.625,-10.254,-11.719,0.000,0
1595392944.398,-130.371,-21.973,-31.250,-8.789,0.000,0
1595392944.402,-66.406,-22.461,-26.855,-7.812,0.000,0
1595392944.406,154.785,-12.695,-6.348,-9.277,0.000,0
1595392944.410,131.348,-12.695,-10.254,0.000,0.000,0
1595392944.414,-93.750,-20.020,-24.902,12.695,0.000,0
1595392944.418,-111.816,-22.949,-27.344,5.859,0.000,0
1595392944.422,112.793,-20.020,-4.395,-6.836,0.000,0
1595392944.426,172.363,-19.043,-11.719,-3.418,0.000,0
1595392944.430,-36.133,-20.996,-27.344,2.441,0.000,0
1595392944.433,-135.254,-19.531,-23.438,-3.906,0.000,0
1595392944.437,49.316,-15.625,2.441,-7.812,0.000,0
1595392944.441,177.246,-16.113,-0.488,-8.789,0.000,0
1595392944.445,16.602,-20.508,-20.996,-2.441,0.000,0
1595392944.449,-136.719,-17.090,-21.973,1.465,0.000,0
1595392944.453,-18.555,-15.137,-8.789,-8.301,0.000,0
1595392944.457,167.480,-16.602,-5.859,-2.930,0.000,0
1595392944.461,84.961,-18.066,-11.719,3.906,0.000,0
1595392944.465,-126.953,-18.555,-14.648,-6.348,0.000,0
1595392944.469,-83.496,-20.996,-16.113,-13.672,0.000,0
1595392944.473,138.672,-23.926,-13.672,-17.090,0.000,0
1595392944.476,123.047,-28.809,-33.203,-7.324,0.000,0
1595392944.480,-106.445,-29.785,-25.879,-7.324,0.000,0
1595392944.484,-129.883,-22.949,-12.695,-3.418,0.000,0
1595392944.488,90.332,-21.484,-7.324,-6.348,0.000,0
1595392944.492,163.086,-23.438,-4.395,-24.902,0.000,0
1595392944.496,-33.203,-26.855,-7.324,-16.602,0.000,0
1595392944.500,-143.066,-24.902,-18.066,-5.859,0.000,0
1595392944.504,31.250,-20.020,-14.160,-10.254,0.000,0
1595392944.508,169.434,-20.508,-15.137,-9.766,0.000,0
1595392944.512,21.973,-21.484,-19.531,-11.230,0.000,0
1595392944.516,-146.973,-24.902,-29.297,-12.207,0.000,0
1595392944.519,-36.621,-27.344,-31.738,-17.578,0.000,0
1595392944.523,164.551,-25.879,-15.137,-15.137,0.000,0
1595392944.527,93.262,-28.809,-12.695,-9.766,0.000,0
1595392944.531,-119.629,-31.738,-20.020,-3.906,0.000,0
1595392944.535,-93.262,-28.809,-35.645,-6.348,0.000,0
1595392944.539,126.953,-18.555,-19.043,-13.672,0.000,0
1595392944.543,138.672,-21.484,-9.277,-9.766,0.000,0
1595392944.547,-77.637,-25.391,-20.508,-2.441,0.000,0
1595392944.551,-127.930,-23.438,-27.832,2.441,0.000,0
1595392944.555,72.754,-24.414,-8.301,-3.418,0.000,0
1595392944.558,162.109,-21.973,-0.977,-13.184,0.000,0
1595392944.562,-25.391,-25.879,-12.207,-12.207,0.000,0
1595392944.566,-153.320,-31.738,-19.043,-2.930,0.000,0
1595392944.570,3.418,-39.551,-11.719,-4.395,0.000,0
1595392944.574,167.480,-44.434,3.906,7.812,0.000,0
1595392944.578,46.387,-39.551,-5.371,13.184,0.000,0
1595392944.582,-140.625,-28.809,-30.273,1.465,0.000,0
1595392944.586,-47.852,-16.113,-12.207,-6.836,0.000,0
1595392944.590,158.203,-14.648,2.930,-10.742,0.000,0
1595392944.594,101.074,-16.602,-17.090,-20.508,0.000,0
1595392944.598,-118.652,-12.695,-32.227,-23.438,0.000,0
1595392944.601,-92.285,-5.371,-31.250,-19.531,0.000,0
1595392944.605,131.348,-3.418,-10.254,-17.090,0.000,0
1595392944.609,147.949,-11.719,-16.113,-9.277,0.000,0
1595392944.613,-67.383,-20.020,-24.414,-7.324,0.000,0
1595392944.617,-130.371,-19.043,-19.043,-6.836,0.000,0
1595392944.621,68.848,-16.113,-9.766,-9.277,0.000,0
1595392944.625,174.316,-16.602,-22.461,-3.418,0.000,0
1595392944.629,1.953,-15.625,-25.879,2.441,0.000,0
1595392944.633,-142.090,-14.648,-19.043,-10.254,0.000,0
1595392944.637,-1.465,-20.996,-19.043,-12.207,0.000,0
1595392944.641,174.805,-21.973,-16.602,-5.371,0.000,0
1595392944.644,69.824,-16.602,-14.648,-4.395,0.000,0
1595392944.648,-128.906,-18.066,-18.555,-5.859,0.000,0
1595392944.652,-44.434,-17.090,-21.484,-0.977,0.000,0
1595392944.656,145.996,-18.555,-13.184,4.395,0.000,0
1595392944.660,88.867,-20.996,-10.254,3.418,0.000,0
1595392944.664,-97.656,-21.973,-15.137,4.395,0.000,0
1595392944.668,-101.074,-28.809,-23.926,3.906,0.000,0
1595392944.672,114.258,-32.227,-17.090,7.812,0.000,0
1595392944.676,166.504,-26.855,-5.371,5.371,0.000,0
1595392944.680,-47.363,-24.414,-9.766,4.883,0.000,0
1595392944.683,-136.719,-22.949,-24.902,13.184,0.000,0
1595392944.687,53.223,-20.508,-6.348,3.418,0.000,0
1595392944.691,179.199,-19.043,13.184,0.488,0.000,0
1595392944.695,22.461,-18.555,8.301,15.625,0.000,0
1595392944.699,-135.254,-23.926,-11.230,13.672,0.000,0
1595392944.703,-3.418,-27.344,-6.836,1.953,0.000,0
1595392944.707,180.176,-25.391,-0.977,1.953,0.000,0
1595392944.711,82.031,-23.438,-6.348,6.836,0.000,0
1595392944.715,-118.652,-24.902,-22.949,10.742,0.000,0
1595392944.719,-68.848,-25.391,-24.414,5.371,0.000,0
1595392944.723,146.484,-17.090,4.883,4.883,0.000,0
1595392944.726,135.254,-16.602,4.883,19.043,0.000,0
1595392944.730,-96.191,-26.855,-1.465,8.301,0.000,0
1595392944.734,-117.188,-29.297,-7.324,-1.465,0.000,0
1595392944.738,111.328,-20.996,11.230,4.395,0.000,0
1595392944.742,175.781,-20.508,16.602,2.441,0.000,0
1595392944.746,-30.762,-23.438,9.277,-1.953,0.000,0
1595392944.750,-109.863,-23.926,4.395,-0.488,0.000,0
1595392944.754,74.707,-23.438,7.324,-4.395,0.000,0
1595392944.758,173.340,-24.902,3.418,-10.742,0.000,0
1595392944.762,22.949,-25.391,0.977,-1.953,0.000,0
1595392944.766,-135.742,-18.555,1.953,0.488,0.000,0
1595392944.769,-14.160,-12.695,4.395,-2.441,0.000,0
1595392944.773,174.805,-20.996,-0.977,-3.418,0.000,0
1595392944.777,86.914,-27.344,-7.324,-3.418,0.000,0
1595392944.781,-124.023,-27.344,-0.488,-1.465,0.000,0
1595392944.785,-80.078,-28.809,5.859,-3.906,0.000,0
